id,lok_no,session_no,ministry,party_family,topic_id
LS16-S10-STARRED-106,16,10,ELECTRONICS AND INFORMATION TECHNOLOGY,Unknown,18
LS16-S10-STARRED-105,16,10,HOUSING AND URBAN  POVERTY ALLEVIATION,Unknown,5
LS16-S10-STARRED-104,16,10,RAILWAYS,Unknown,1
LS16-S10-STARRED-103,16,10,SKILL DEVELOPMENT AND ENTREPRENEURSHIP,Unknown,0
LS16-S10-STARRED-102,16,10,RAILWAYS,Unknown,1
LS16-S10-STARRED-101,16,10,ELECTRONICS AND INFORMATION TECHNOLOGY,Unknown,-1
LS16-S10-STARRED-100,16,10,SOCIAL JUSTICE AND EMPOWERMENT,Unknown,6
LS16-S10-STARRED-99,16,10,AGRICULTURE AND FARMERS WELFARE,Unknown,0
LS16-S10-STARRED-98,16,10,HOME AFFAIRS,Unknown,14
LS16-S10-STARRED-97,16,10,HOME AFFAIRS,Unknown,-1
LS16-S10-STARRED-96,16,10,AGRICULTURE AND FARMERS WELFARE,Unknown,-1
LS16-S10-STARRED-95,16,10,CHEMICALS AND FERTILIZERS,Unknown,11
LS16-S10-STARRED-94,16,10,"ENVIRONMENT,  FORESTS AND CLIMATE CHANGE",Unknown,9
LS16-S10-STARRED-93,16,10,"CONSUMER AFFAIRS, FOOD AND PUBLIC DISTRIBUTION",Unknown,10
LS16-S10-STARRED-92,16,10,AGRICULTURE AND FARMERS WELFARE,Unknown,-1
LS16-S10-STARRED-91,16,10,AGRICULTURE AND FARMERS WELFARE,Unknown,11
LS16-S10-STARRED-90,16,10,"ENVIRONMENT,  FORESTS AND CLIMATE CHANGE",Unknown,-1
LS16-S10-STARRED-89,16,10,AGRICULTURE AND FARMERS WELFARE,Unknown,0
LS16-S10-STARRED-88,16,10,HEAVY INDUSTRIES AND PUBLIC ENTERPRISES,Unknown,23
LS16-S10-STARRED-87,16,10,CHEMICALS AND FERTILIZERS,Unknown,0
LS16-S10-STARRED-86,16,10,HOME AFFAIRS,Unknown,16
LS16-S10-STARRED-85,16,10,AGRICULTURE AND FARMERS WELFARE,Unknown,-1
LS16-S10-STARRED-84,16,10,"ENVIRONMENT,  FORESTS AND CLIMATE CHANGE",Unknown,9
LS16-S10-STARRED-83,16,10,CHEMICALS AND FERTILIZERS,Unknown,0
LS16-S10-STARRED-82,16,10,AGRICULTURE AND FARMERS WELFARE,Unknown,0
LS16-S10-STARRED-81,16,10,HOME AFFAIRS,Unknown,-1
LS16-S10-STARRED-80,16,10,HUMAN RESOURCE DEVELOPMENT,Unknown,4
LS16-S10-STARRED-79,16,10,STEEL,Unknown,7
LS16-S10-STARRED-78,16,10,PETROLEUM AND NATURAL GAS,Unknown,-1
LS16-S10-STARRED-77,16,10,COMMERCE AND INDUSTRY,Unknown,18
LS16-S10-STARRED-76,16,10,TOURISM,Unknown,6
LS16-S10-STARRED-75,16,10,COMMERCE AND INDUSTRY,Unknown,2
LS16-S10-STARRED-74,16,10,CULTURE,Unknown,6
LS16-S10-STARRED-73,16,10,LABOUR AND EMPLOYMENT,Unknown,-1
LS16-S10-STARRED-72,16,10,PETROLEUM AND NATURAL GAS,Unknown,3
LS16-S10-STARRED-71,16,10,COMMERCE AND INDUSTRY,Unknown,0
LS16-S10-STARRED-70,16,10,COMMERCE AND INDUSTRY,Unknown,-1
LS16-S10-STARRED-69,16,10,TOURISM,Unknown,6
LS16-S10-STARRED-68,16,10,"MICRO,SMALL AND MEDIUM ENTERPRISES",Unknown,-1
LS16-S10-STARRED-67,16,10,LABOUR AND EMPLOYMENT,Unknown,-1
LS16-S10-STARRED-66,16,10,CULTURE,Unknown,-1
LS16-S10-STARRED-65,16,10,LABOUR AND EMPLOYMENT,Unknown,5
LS16-S10-STARRED-64,16,10,COMMERCE AND INDUSTRY,Unknown,24
LS16-S10-STARRED-63,16,10,PETROLEUM AND NATURAL GAS,Unknown,3
LS16-S10-STARRED-62,16,10,HUMAN RESOURCE DEVELOPMENT,Unknown,4
LS16-S10-STARRED-61,16,10,HUMAN RESOURCE DEVELOPMENT,Unknown,4
LS16-S10-STARRED-60,16,10,DEFENCE,Unknown,-1
LS16-S10-STARRED-59,16,10,FINANCE,Unknown,12
LS16-S10-STARRED-58,16,10,HEALTH AND FAMILY WELFARE,Unknown,-1
LS16-S10-STARRED-57,16,10,FINANCE,Unknown,-1
LS16-S10-STARRED-56,16,10,DEFENCE,Unknown,8
LS16-S10-STARRED-55,16,10,FINANCE,Unknown,16
LS16-S10-STARRED-54,16,10,HEALTH AND FAMILY WELFARE,Unknown,11
LS16-S10-STARRED-53,16,10,WOMEN AND CHILD DEVELOPMENT,Unknown,5
LS16-S10-STARRED-52,16,10,HEALTH AND FAMILY WELFARE,Unknown,-1
LS16-S10-STARRED-51,16,10,DEFENCE,Unknown,2
LS16-S10-STARRED-50,16,10,HEALTH AND FAMILY WELFARE,Unknown,8
LS16-S10-STARRED-49,16,10,FINANCE,Unknown,12
LS16-S10-STARRED-48,16,10,HEALTH AND FAMILY WELFARE,Unknown,-1
LS16-S10-STARRED-47,16,10,DEFENCE,Unknown,2
LS16-S10-STARRED-46,16,10,DEFENCE,Unknown,14
LS16-S10-STARRED-45,16,10,FINANCE,Unknown,19
LS16-S10-STARRED-44,16,10,HEALTH AND FAMILY WELFARE,Unknown,11
LS16-S10-STARRED-43,16,10,DEFENCE,Unknown,2
LS16-S10-STARRED-42,16,10,"AYURVEDA,YOGA & NATUROPATHY,UNANI,SIDDHA AND HOMEOPATHY (AYUSH)",Unknown,-1
LS16-S10-STARRED-41,16,10,FINANCE,Unknown,12
LS16-S10-STARRED-40,16,10,CIVIL AVIATION,Unknown,2
LS16-S10-STARRED-39,16,10,DRINKING WATER AND SANITATION,Unknown,0
LS16-S10-STARRED-38,16,10,"WATER RESOURCES, RIVER DEVELOPMENT AND GANAGA REJUVENATION",Unknown,0
LS16-S10-STARRED-37,16,10,DRINKING WATER AND SANITATION,Unknown,-1
LS16-S10-STARRED-36,16,10,RURAL DEVELOPMENT,Unknown,0
LS16-S10-STARRED-35,16,10,CIVIL AVIATION,Unknown,2
LS16-S10-STARRED-34,16,10,RURAL DEVELOPMENT,Unknown,0
LS16-S10-STARRED-33,16,10,RURAL DEVELOPMENT,Unknown,1
LS16-S10-STARRED-32,16,10,NEW AND RENEWABLE ENERGY,Unknown,3
LS16-S10-STARRED-31,16,10,CIVIL AVIATION,Unknown,2
LS16-S10-STARRED-30,16,10,YOUTH AFFAIRS AND SPORTS,Unknown,17
LS16-S10-STARRED-29,16,10,"WATER RESOURCES, RIVER DEVELOPMENT AND GANAGA REJUVENATION",Unknown,0
LS16-S10-STARRED-28,16,10,CIVIL AVIATION,Unknown,2
LS16-S10-STARRED-27,16,10,COAL,Unknown,7
LS16-S10-STARRED-26,16,10,NEW AND RENEWABLE ENERGY,Unknown,3
LS16-S10-STARRED-25,16,10,DRINKING WATER AND SANITATION,Unknown,0
LS16-S10-STARRED-24,16,10,RURAL DEVELOPMENT,Unknown,0
LS16-S10-STARRED-23,16,10,CIVIL AVIATION,Unknown,2
LS16-S10-STARRED-22,16,10,MINES,Unknown,7
LS16-S10-STARRED-21,16,10,ROAD TRANSPORT AND HIGHWAYS,Unknown,1
LS16-S10-STARRED-20,16,10,EXTERNAL AFFAIRS,Unknown,-1
LS16-S10-STARRED-19,16,10,RAILWAYS,Unknown,1
LS16-S10-STARRED-18,16,10,COMMUNICATIONS,Unknown,10
LS16-S10-STARRED-17,16,10,COMMUNICATIONS,Unknown,10
LS16-S10-STARRED-16,16,10,ELECTRONICS AND INFORMATION TECHNOLOGY,Unknown,18
LS16-S10-STARRED-15,16,10,LAW AND JUSTICE,Unknown,13
LS16-S10-STARRED-14,16,10,PLANNING,Unknown,5
LS16-S10-STARRED-13,16,10,COMMUNICATIONS,Unknown,10
LS16-S10-STARRED-12,16,10,URBAN DEVELOPMENT,Unknown,9
LS16-S10-STARRED-11,16,10,RAILWAYS,Unknown,1
LS16-S10-STARRED-10,16,10,RAILWAYS,Unknown,27
LS16-S10-STARRED-9,16,10,EXTERNAL AFFAIRS,Unknown,-1
LS16-S10-STARRED-8,16,10,ATOMIC ENERGY,Unknown,20
LS16-S10-STARRED-7,16,10,INFORMATION AND BROADCASTING,Unknown,18
LS16-S10-STARRED-6,16,10,ELECTRONICS AND INFORMATION TECHNOLOGY,Unknown,-1
LS16-S10-STARRED-5,16,10,URBAN DEVELOPMENT,Unknown,-1
LS16-S10-STARRED-4,16,10,SKILL DEVELOPMENT AND ENTREPRENEURSHIP,Unknown,4
LS16-S10-STARRED-3,16,10,RAILWAYS,Unknown,1
LS16-S10-STARRED-2,16,10,COMMUNICATIONS,Unknown,10
LS16-S10-STARRED-1,16,10,LAW AND JUSTICE,Unknown,13
LS16-S11-STARRED-560,16,11,RAILWAYS,Unknown,1
LS16-S11-STARRED-559,16,11,INFORMATION AND BROADCASTING,Unknown,-1
LS16-S11-STARRED-558,16,11,URBAN DEVELOPMENT,Unknown,0
LS16-S11-STARRED-557,16,11,RAILWAYS,Unknown,1
LS16-S11-STARRED-556,16,11,RAILWAYS,Unknown,1
LS16-S11-STARRED-555,16,11,RAILWAYS,Unknown,1
LS16-S11-STARRED-554,16,11,MINORITY AFFAIRS,Unknown,-1
LS16-S11-STARRED-553,16,11,LAW AND JUSTICE,Unknown,13
LS16-S11-STARRED-552,16,11,RAILWAYS,Unknown,1
LS16-S11-STARRED-551,16,11,"PERSONNEL, PUBLIC GRIEVANCES AND PENSIONS",Unknown,13
LS16-S11-STARRED-550,16,11,INFORMATION AND BROADCASTING,Unknown,18
LS16-S11-STARRED-549,16,11,COMMUNICATIONS,Unknown,-1
LS16-S11-STARRED-548,16,11,HOUSING AND URBAN  POVERTY ALLEVIATION,Unknown,-1
LS16-S11-STARRED-547,16,11,COMMUNICATIONS,Unknown,10
LS16-S11-STARRED-546,16,11,URBAN DEVELOPMENT,Unknown,0
LS16-S11-STARRED-545,16,11,SCIENCE AND TECHNOLOGY,Unknown,-1
LS16-S11-STARRED-544,16,11,INFORMATION AND BROADCASTING,Unknown,10
LS16-S11-STARRED-543,16,11,ATOMIC ENERGY,Unknown,20
LS16-S11-STARRED-542,16,11,RAILWAYS,Unknown,1
LS16-S11-STARRED-541,16,11,COMMUNICATIONS,Unknown,10
LS16-S11-STARRED-540,16,11,AGRICULTURE AND FARMERS WELFARE,Unknown,-1
LS16-S11-STARRED-539,16,11,CHEMICALS AND FERTILIZERS,Unknown,0
LS16-S11-STARRED-538,16,11,"CONSUMER AFFAIRS, FOOD AND PUBLIC DISTRIBUTION",Unknown,12
LS16-S11-STARRED-537,16,11,AGRICULTURE AND FARMERS WELFARE,Unknown,2
LS16-S11-STARRED-536,16,11,HOME AFFAIRS,Unknown,-1
LS16-S11-STARRED-535,16,11,AGRICULTURE AND FARMERS WELFARE,Unknown,-1
LS16-S11-STARRED-534,16,11,"ENVIRONMENT,  FORESTS AND CLIMATE CHANGE",Unknown,0
LS16-S11-STARRED-533,16,11,AGRICULTURE AND FARMERS WELFARE,Unknown,0
LS16-S11-STARRED-532,16,11,HOME AFFAIRS,Unknown,14
LS16-S11-STARRED-531,16,11,"CONSUMER AFFAIRS, FOOD AND PUBLIC DISTRIBUTION",Unknown,0
LS16-S11-STARRED-530,16,11,HOME AFFAIRS,Unknown,0
LS16-S11-STARRED-529,16,11,"CONSUMER AFFAIRS, FOOD AND PUBLIC DISTRIBUTION",Unknown,10
LS16-S11-STARRED-528,16,11,HOME AFFAIRS,Unknown,-1
LS16-S11-STARRED-527,16,11,SOCIAL JUSTICE AND EMPOWERMENT,Unknown,-1
LS16-S11-STARRED-526,16,11,HOME AFFAIRS,Unknown,14
LS16-S11-STARRED-525,16,11,SOCIAL JUSTICE AND EMPOWERMENT,Unknown,4
LS16-S11-STARRED-524,16,11,"CONSUMER AFFAIRS, FOOD AND PUBLIC DISTRIBUTION",Unknown,0
LS16-S11-STARRED-523,16,11,"ENVIRONMENT,  FORESTS AND CLIMATE CHANGE",Unknown,-1
LS16-S11-STARRED-522,16,11,AGRICULTURE AND FARMERS WELFARE,Unknown,15
LS16-S11-STARRED-521,16,11,HOME AFFAIRS,Unknown,-1
LS16-S11-STARRED-520,16,11,LABOUR AND EMPLOYMENT,Unknown,5
LS16-S11-STARRED-519,16,11,HUMAN RESOURCE DEVELOPMENT,Unknown,4
LS16-S11-STARRED-518,16,11,HUMAN RESOURCE DEVELOPMENT,Unknown,4
LS16-S11-STARRED-517,16,11,CULTURE,Unknown,6
LS16-S11-STARRED-516,16,11,HUMAN RESOURCE DEVELOPMENT,Unknown,-1
LS16-S11-STARRED-515,16,11,HUMAN RESOURCE DEVELOPMENT,Unknown,4
LS16-S11-STARRED-514,16,11,HUMAN RESOURCE DEVELOPMENT,Unknown,-1
LS16-S11-STARRED-513,16,11,HUMAN RESOURCE DEVELOPMENT,Unknown,-1
LS16-S11-STARRED-512,16,11,LABOUR AND EMPLOYMENT,Unknown,-1
LS16-S11-STARRED-511,16,11,HUMAN RESOURCE DEVELOPMENT,Unknown,21
LS16-S11-STARRED-510,16,11,HUMAN RESOURCE DEVELOPMENT,Unknown,-1
LS16-S11-STARRED-509,16,11,COMMERCE AND INDUSTRY,Unknown,2
LS16-S11-STARRED-508,16,11,LABOUR AND EMPLOYMENT,Unknown,5
LS16-S11-STARRED-507,16,11,PETROLEUM AND NATURAL GAS,Unknown,3
LS16-S11-STARRED-506,16,11,PETROLEUM AND NATURAL GAS,Unknown,3
LS16-S11-STARRED-505,16,11,"MICRO,SMALL AND MEDIUM ENTERPRISES",Unknown,-1
LS16-S11-STARRED-504,16,11,TOURISM,Unknown,6
LS16-S11-STARRED-503,16,11,LABOUR AND EMPLOYMENT,Unknown,-1
LS16-S11-STARRED-502,16,11,HUMAN RESOURCE DEVELOPMENT,Unknown,19
LS16-S11-STARRED-501,16,11,COMMERCE AND INDUSTRY,Unknown,-1
LS16-S11-STARRED-500,16,11,"AYURVEDA,YOGA & NATUROPATHY,UNANI,SIDDHA AND HOMEOPATHY (AYUSH)",Unknown,-1
LS16-S11-STARRED-499,16,11,HEALTH AND FAMILY WELFARE,Unknown,8
LS16-S11-STARRED-498,16,11,FINANCE,Unknown,2
LS16-S11-STARRED-497,16,11,CORPORATE AFFAIRS,Unknown,12
LS16-S11-STARRED-496,16,11,FINANCE,Unknown,-1
LS16-S11-STARRED-495,16,11,DEFENCE,Unknown,2
LS16-S11-STARRED-494,16,11,FINANCE,Unknown,12
LS16-S11-STARRED-493,16,11,HEALTH AND FAMILY WELFARE,Unknown,-1
LS16-S11-STARRED-492,16,11,CORPORATE AFFAIRS,Unknown,-1
LS16-S11-STARRED-491,16,11,HEALTH AND FAMILY WELFARE,Unknown,8
LS16-S11-STARRED-490,16,11,HEALTH AND FAMILY WELFARE,Unknown,28
LS16-S11-STARRED-489,16,11,FINANCE,Unknown,2
LS16-S11-STARRED-488,16,11,"AYURVEDA,YOGA & NATUROPATHY,UNANI,SIDDHA AND HOMEOPATHY (AYUSH)",Unknown,-1
LS16-S11-STARRED-487,16,11,FINANCE,Unknown,12
LS16-S11-STARRED-486,16,11,HEALTH AND FAMILY WELFARE,Unknown,-1
LS16-S11-STARRED-485,16,11,WOMEN AND CHILD DEVELOPMENT,Unknown,5
LS16-S11-STARRED-484,16,11,DEFENCE,Unknown,-1
LS16-S11-STARRED-483,16,11,FINANCE,Unknown,12
LS16-S11-STARRED-482,16,11,WOMEN AND CHILD DEVELOPMENT,Unknown,-1
LS16-S11-STARRED-481,16,11,FINANCE,Unknown,12
LS16-S11-STARRED-480,16,11,DRINKING WATER AND SANITATION,Unknown,-1
LS16-S11-STARRED-479,16,11,CIVIL AVIATION,Unknown,2
LS16-S11-STARRED-478,16,11,"WATER RESOURCES, RIVER DEVELOPMENT AND GANAGA REJUVENATION",Unknown,0
LS16-S11-STARRED-477,16,11,ROAD TRANSPORT AND HIGHWAYS,Unknown,1
LS16-S11-STARRED-476,16,11,POWER,Unknown,3
LS16-S11-STARRED-475,16,11,RURAL DEVELOPMENT,Unknown,1
LS16-S11-STARRED-474,16,11,ROAD TRANSPORT AND HIGHWAYS,Unknown,26
LS16-S11-STARRED-473,16,11,CIVIL AVIATION,Unknown,2
LS16-S11-STARRED-472,16,11,CIVIL AVIATION,Unknown,2
LS16-S11-STARRED-471,16,11,RURAL DEVELOPMENT,Unknown,0
LS16-S11-STARRED-470,16,11,ROAD TRANSPORT AND HIGHWAYS,Unknown,1
LS16-S11-STARRED-469,16,11,MINES,Unknown,7
LS16-S11-STARRED-468,16,11,ROAD TRANSPORT AND HIGHWAYS,Unknown,2
LS16-S11-STARRED-467,16,11,COAL,Unknown,7
LS16-S11-STARRED-466,16,11,POWER,Unknown,3
LS16-S11-STARRED-465,16,11,POWER,Unknown,7
LS16-S11-STARRED-464,16,11,CIVIL AVIATION,Unknown,2
LS16-S11-STARRED-463,16,11,NEW AND RENEWABLE ENERGY,Unknown,3
LS16-S11-STARRED-462,16,11,NEW AND RENEWABLE ENERGY,Unknown,3
LS16-S11-STARRED-461,16,11,CIVIL AVIATION,Unknown,2
LS16-S11-STARRED-460,16,11,COMMUNICATIONS,Unknown,10
LS16-S11-STARRED-459,16,11,"PERSONNEL, PUBLIC GRIEVANCES AND PENSIONS",Unknown,13
LS16-S11-STARRED-458,16,11,PLANNING,Unknown,-1
LS16-S11-STARRED-457,16,11,ELECTRONICS AND INFORMATION TECHNOLOGY,Unknown,18
LS16-S11-STARRED-456,16,11,SKILL DEVELOPMENT AND ENTREPRENEURSHIP,Unknown,4
LS16-S11-STARRED-455,16,11,INFORMATION AND BROADCASTING,Unknown,0
LS16-S11-STARRED-454,16,11,RAILWAYS,Unknown,1
LS16-S11-STARRED-453,16,11,ATOMIC ENERGY,Unknown,20
LS16-S11-STARRED-452,16,11,EXTERNAL AFFAIRS,Unknown,2
LS16-S11-STARRED-451,16,11,ELECTRONICS AND INFORMATION TECHNOLOGY,Unknown,-1
LS16-S11-STARRED-450,16,11,EXTERNAL AFFAIRS,Unknown,-1
LS16-S11-STARRED-449,16,11,MINORITY AFFAIRS,Unknown,4
LS16-S11-STARRED-448,16,11,SCIENCE AND TECHNOLOGY,Unknown,-1
LS16-S11-STARRED-447,16,11,COMMUNICATIONS,Unknown,10
LS16-S11-STARRED-446,16,11,RAILWAYS,Unknown,1
LS16-S11-STARRED-445,16,11,EXTERNAL AFFAIRS,Unknown,-1
LS16-S11-STARRED-444,16,11,RAILWAYS,Unknown,1
LS16-S11-STARRED-443,16,11,EXTERNAL AFFAIRS,Unknown,2
LS16-S11-STARRED-442,16,11,RAILWAYS,Unknown,1
LS16-S11-STARRED-441,16,11,INFORMATION AND BROADCASTING,Unknown,10
LS16-S11-STARRED-440,16,11,HEALTH AND FAMILY WELFARE,Unknown,8
LS16-S11-STARRED-439,16,11,FINANCE,Unknown,-1
LS16-S11-STARRED-438,16,11,DEFENCE,Unknown,-1
LS16-S11-STARRED-437,16,11,FINANCE,Unknown,-1
LS16-S11-STARRED-436,16,11,FINANCE,Unknown,12
LS16-S11-STARRED-435,16,11,FINANCE,Unknown,19
LS16-S11-STARRED-434,16,11,DEFENCE,Unknown,-1
LS16-S11-STARRED-433,16,11,FINANCE,Unknown,12
LS16-S11-STARRED-432,16,11,HEALTH AND FAMILY WELFARE,Unknown,18
LS16-S11-STARRED-431,16,11,FINANCE,Unknown,12
LS16-S11-STARRED-430,16,11,FINANCE,Unknown,19
LS16-S11-STARRED-429,16,11,HEALTH AND FAMILY WELFARE,Unknown,8
LS16-S11-STARRED-428,16,11,CORPORATE AFFAIRS,Unknown,-1
LS16-S11-STARRED-427,16,11,HEALTH AND FAMILY WELFARE,Unknown,5
LS16-S11-STARRED-426,16,11,DEFENCE,Unknown,0
LS16-S11-STARRED-425,16,11,WOMEN AND CHILD DEVELOPMENT,Unknown,5
LS16-S11-STARRED-424,16,11,HEALTH AND FAMILY WELFARE,Unknown,11
LS16-S11-STARRED-423,16,11,HEALTH AND FAMILY WELFARE,Unknown,11
LS16-S11-STARRED-422,16,11,HEALTH AND FAMILY WELFARE,Unknown,-1
LS16-S11-STARRED-421,16,11,HEALTH AND FAMILY WELFARE,Unknown,8
LS16-S11-STARRED-420,16,11,YOUTH AFFAIRS AND SPORTS,Unknown,17
LS16-S11-STARRED-419,16,11,MINES,Unknown,-1
LS16-S11-STARRED-418,16,11,DRINKING WATER AND SANITATION,Unknown,0
LS16-S11-STARRED-417,16,11,ROAD TRANSPORT AND HIGHWAYS,Unknown,26
LS16-S11-STARRED-416,16,11,SHIPPING,Unknown,-1
LS16-S11-STARRED-415,16,11,YOUTH AFFAIRS AND SPORTS,Unknown,17
LS16-S11-STARRED-414,16,11,TEXTILES,Unknown,7
LS16-S11-STARRED-413,16,11,RURAL DEVELOPMENT,Unknown,0
LS16-S11-STARRED-412,16,11,CIVIL AVIATION,Unknown,2
LS16-S11-STARRED-411,16,11,CIVIL AVIATION,Unknown,2
LS16-S11-STARRED-410,16,11,NEW AND RENEWABLE ENERGY,Unknown,3
LS16-S11-STARRED-409,16,11,RURAL DEVELOPMENT,Unknown,1
LS16-S11-STARRED-408,16,11,ROAD TRANSPORT AND HIGHWAYS,Unknown,-1
LS16-S11-STARRED-407,16,11,COAL,Unknown,7
LS16-S11-STARRED-406,16,11,RURAL DEVELOPMENT,Unknown,-1
LS16-S11-STARRED-405,16,11,DRINKING WATER AND SANITATION,Unknown,0
LS16-S11-STARRED-404,16,11,POWER,Unknown,3
LS16-S11-STARRED-403,16,11,POWER,Unknown,3
LS16-S11-STARRED-402,16,11,"WATER RESOURCES, RIVER DEVELOPMENT AND GANAGA REJUVENATION",Unknown,0
LS16-S11-STARRED-401,16,11,COAL,Unknown,7
LS16-S11-STARRED-400,16,11,COMMUNICATIONS,Unknown,10
LS16-S11-STARRED-399,16,11,EARTH SCIENCES,Unknown,9
LS16-S11-STARRED-398,16,11,URBAN DEVELOPMENT,Unknown,-1
LS16-S11-STARRED-397,16,11,EXTERNAL AFFAIRS,Unknown,0
LS16-S11-STARRED-396,16,11,URBAN DEVELOPMENT,Unknown,0
LS16-S11-STARRED-395,16,11,ATOMIC ENERGY,Unknown,20
LS16-S11-STARRED-394,16,11,RAILWAYS,Unknown,1
LS16-S11-STARRED-393,16,11,ATOMIC ENERGY,Unknown,20
LS16-S11-STARRED-392,16,11,URBAN DEVELOPMENT,Unknown,-1
LS16-S11-STARRED-391,16,11,RAILWAYS,Unknown,1
LS16-S11-STARRED-390,16,11,EXTERNAL AFFAIRS,Unknown,-1
LS16-S11-STARRED-389,16,11,LAW AND JUSTICE,Unknown,-1
LS16-S11-STARRED-388,16,11,PLANNING,Unknown,12
LS16-S11-STARRED-387,16,11,COMMUNICATIONS,Unknown,10
LS16-S11-STARRED-386,16,11,PLANNING,Unknown,-1
LS16-S11-STARRED-385,16,11,COMMUNICATIONS,Unknown,10
LS16-S11-STARRED-384,16,11,LAW AND JUSTICE,Unknown,13
LS16-S11-STARRED-383,16,11,RAILWAYS,Unknown,12
LS16-S11-STARRED-382,16,11,SKILL DEVELOPMENT AND ENTREPRENEURSHIP,Unknown,0
LS16-S11-STARRED-381,16,11,EXTERNAL AFFAIRS,Unknown,-1
LS16-S11-STARRED-380,16,11,"CONSUMER AFFAIRS, FOOD AND PUBLIC DISTRIBUTION",Unknown,18
LS16-S11-STARRED-379,16,11,FOOD PROCESSING INDUSTRIES,Unknown,0
LS16-S11-STARRED-378,16,11,AGRICULTURE AND FARMERS WELFARE,Unknown,3
LS16-S11-STARRED-377,16,11,HOME AFFAIRS,Unknown,-1
LS16-S11-STARRED-376,16,11,AGRICULTURE AND FARMERS WELFARE,Unknown,-1
LS16-S11-STARRED-375,16,11,AGRICULTURE AND FARMERS WELFARE,Unknown,-1
LS16-S11-STARRED-374,16,11,AGRICULTURE AND FARMERS WELFARE,Unknown,-1
LS16-S11-STARRED-373,16,11,"ENVIRONMENT,  FORESTS AND CLIMATE CHANGE",Unknown,15
LS16-S11-STARRED-372,16,11,"ENVIRONMENT,  FORESTS AND CLIMATE CHANGE",Unknown,9
LS16-S11-STARRED-371,16,11,"CONSUMER AFFAIRS, FOOD AND PUBLIC DISTRIBUTION",Unknown,0
LS16-S11-STARRED-370,16,11,"CONSUMER AFFAIRS, FOOD AND PUBLIC DISTRIBUTION",Unknown,-1
LS16-S11-STARRED-369,16,11,SOCIAL JUSTICE AND EMPOWERMENT,Unknown,6
LS16-S11-STARRED-368,16,11,"CONSUMER AFFAIRS, FOOD AND PUBLIC DISTRIBUTION",Unknown,0
LS16-S11-STARRED-367,16,11,AGRICULTURE AND FARMERS WELFARE,Unknown,0
LS16-S11-STARRED-366,16,11,AGRICULTURE AND FARMERS WELFARE,Unknown,0
LS16-S11-STARRED-365,16,11,HOME AFFAIRS,Unknown,21
LS16-S11-STARRED-364,16,11,SOCIAL JUSTICE AND EMPOWERMENT,Unknown,-1
LS16-S11-STARRED-363,16,11,HOME AFFAIRS,Unknown,14
LS16-S11-STARRED-362,16,11,HOME AFFAIRS,Unknown,-1
LS16-S11-STARRED-361,16,11,"CONSUMER AFFAIRS, FOOD AND PUBLIC DISTRIBUTION",Unknown,-1
LS16-S11-STARRED-360,16,11,HUMAN RESOURCE DEVELOPMENT,Unknown,4
LS16-S11-STARRED-359,16,11,COMMERCE AND INDUSTRY,Unknown,-1
LS16-S11-STARRED-358,16,11,LABOUR AND EMPLOYMENT,Unknown,5
LS16-S11-STARRED-357,16,11,LABOUR AND EMPLOYMENT,Unknown,5
LS16-S11-STARRED-356,16,11,COMMERCE AND INDUSTRY,Unknown,9
LS16-S11-STARRED-355,16,11,COMMERCE AND INDUSTRY,Unknown,-1
LS16-S11-STARRED-354,16,11,COMMERCE AND INDUSTRY,Unknown,24
LS16-S11-STARRED-353,16,11,HUMAN RESOURCE DEVELOPMENT,Unknown,-1
LS16-S11-STARRED-352,16,11,COMMERCE AND INDUSTRY,Unknown,-1
LS16-S11-STARRED-351,16,11,COMMERCE AND INDUSTRY,Unknown,-1
LS16-S11-STARRED-350,16,11,"MICRO,SMALL AND MEDIUM ENTERPRISES",Unknown,2
LS16-S11-STARRED-349,16,11,CULTURE,Unknown,6
LS16-S11-STARRED-348,16,11,TRIBAL AFFAIRS,Unknown,6
LS16-S11-STARRED-347,16,11,HUMAN RESOURCE DEVELOPMENT,Unknown,-1
LS16-S11-STARRED-346,16,11,HUMAN RESOURCE DEVELOPMENT,Unknown,-1
LS16-S11-STARRED-345,16,11,LABOUR AND EMPLOYMENT,Unknown,0
LS16-S11-STARRED-344,16,11,HUMAN RESOURCE DEVELOPMENT,Unknown,4
LS16-S11-STARRED-343,16,11,COMMERCE AND INDUSTRY,Unknown,2
LS16-S11-STARRED-342,16,11,TRIBAL AFFAIRS,Unknown,6
LS16-S11-STARRED-341,16,11,LABOUR AND EMPLOYMENT,Unknown,5
LS16-S11-STARRED-340,16,11,HEALTH AND FAMILY WELFARE,Unknown,-1
LS16-S11-STARRED-339,16,11,HEALTH AND FAMILY WELFARE,Unknown,11
LS16-S11-STARRED-338,16,11,FINANCE,Unknown,12
LS16-S11-STARRED-337,16,11,HEALTH AND FAMILY WELFARE,Unknown,-1
LS16-S11-STARRED-336,16,11,HEALTH AND FAMILY WELFARE,Unknown,28
LS16-S11-STARRED-335,16,11,"AYURVEDA,YOGA & NATUROPATHY,UNANI,SIDDHA AND HOMEOPATHY (AYUSH)",Unknown,11
LS16-S11-STARRED-334,16,11,FINANCE,Unknown,-1
LS16-S11-STARRED-333,16,11,"AYURVEDA,YOGA & NATUROPATHY,UNANI,SIDDHA AND HOMEOPATHY (AYUSH)",Unknown,11
LS16-S11-STARRED-332,16,11,HEALTH AND FAMILY WELFARE,Unknown,0
